date,ticker,return
2026-01-09,042700,-0.0506
2026-01-09,377300,0.025
2026-01-09,326030,0.0024
2026-01-09,090430,-0.0067
2026-01-09,021240,0.0025
2026-01-09,180640,0.006999999999999999
2026-01-09,000720,0.010700000000000001
2026-01-09,010950,0.030699999999999998
2026-01-09,000880,0.049400000000000006
2026-01-09,087010,0.0472
2026-01-09,005940,0.0024
2026-01-09,278470,0.053
2026-01-09,064400,-0.009899999999999999
2026-01-09,028300,-0.0078000000000000005
2026-01-09,086520,-0.0393
2026-01-09,032640,-0.0007000000000000001
2026-01-09,009830,-0.0151
2026-01-09,016360,0.0026
2026-01-09,029780,0.0019
2026-01-09,214450,0.0519
2026-01-09,005387,0.051
2026-01-09,161390,0.0338
2026-01-09,039490,0.0277
2026-01-09,006260,0.01
2026-01-09,241560,-0.0105
2026-01-09,088980,0.0
2026-01-09,141080,-0.0141
2026-01-09,277810,-0.0045000000000000005
2026-01-09,051900,-0.0019
2026-01-09,251270,-0.0060999999999999995
2026-01-09,000250,0.0060999999999999995
2026-01-09,004020,0.0052
2026-01-09,138930,-0.002
2026-01-09,028050,0.025
2026-01-09,078930,0.025099999999999997
2026-01-09,175330,-0.0141
2026-01-09,034220,-0.0368
2026-01-09,001040,0.0281
2026-01-09,103140,0.0605
2026-01-09,271560,-0.0134
2026-01-09,307950,0.1937
2026-01-09,007660,0.0111
2026-01-09,145020,0.054299999999999994
2026-01-09,036570,-0.0176
2026-01-09,035250,-0.0060999999999999995
2026-01-09,036460,0.0026
2026-01-09,022100,-0.0037
2026-01-09,454910,0.006
